Customer ID;Item Purchased;Category;Size;Color;Season;Transaction_ID
49;Shirt;Clothing;M;Orange;Summer;49
50;Hoodie;Clothing;S;Indigo;Spring;50
51;Blouse;Clothing;M;Red;Spring;51
52;Skirt;Clothing;XL;Gray;Winter;52
53;T-shirt;Clothing;M;Green;Summer;53
54;Skirt;Clothing;S;Peach;Winter;54
55;Coat;Outerwear;M;Brown;Summer;55
56;Jacket;Outerwear;M;Lavender;Winter;56
57;Backpack;Accessories;XL;Brown;Summer;57
58;Coat;Outerwear;M;White;Summer;58
59;Hoodie;Clothing;M;Charcoal;Summer;59
60;Belt;Accessories;L;Yellow;Spring;60
61;Sweater;Clothing;L;Brown;Summer;61
62;Scarf;Accessories;M;Orange;Winter;62
63;Sneakers;Footwear;S;Magenta;Spring;63
64;Sunglasses;Accessories;L;Lavender;Winter;64
65;Boots;Footwear;S;Green;Fall;65
66;Backpack;Accessories;M;Purple;Spring;66
67;Blouse;Clothing;S;Magenta;Winter;67
68;Coat;Outerwear;L;Gray;Winter;68
69;Handbag;Accessories;L;Silver;Summer;69
70;Belt;Accessories;S;Cyan;Summer;70
71;Belt;Accessories;M;Magenta;Fall;71
72;Dress;Clothing;L;Gold;Summer;72
73;Dress;Clothing;M;Olive;Winter;73
74;Pants;Clothing;M;Teal;Spring;74
75;Gloves;Accessories;L;Violet;Spring;75
76;Scarf;Accessories;M;Blue;Summer;76
77;Hat;Accessories;S;Teal;Summer;77
78;Dress;Clothing;L;Gold;Summer;78
79;Skirt;Clothing;M;Maroon;Spring;79
80;Jacket;Outerwear;M;Olive;Winter;80
81;Sandals;Footwear;XL;Blue;Summer;81
82;Shoes;Footwear;L;Maroon;Summer;82
83;Pants;Clothing;S;Olive;Spring;83
84;Dress;Clothing;M;Turquoise;Summer;84
85;Coat;Outerwear;S;Peach;Spring;85
86;Sunglasses;Accessories;M;Charcoal;Winter;86
87;Hoodie;Clothing;L;Pink;Spring;87
88;Shoes;Footwear;M;Green;Fall;88
89;T-shirt;Clothing;M;Orange;Fall;89
90;Jacket;Outerwear;XL;Pink;Fall;90
91;Hat;Accessories;L;Violet;Summer;91
92;Scarf;Accessories;S;Green;Winter;92
93;Jacket;Outerwear;M;Olive;Winter;93
94;Sweater;Clothing;M;Purple;Fall;94
95;Skirt;Clothing;S;Silver;Spring;95
96;Sneakers;Footwear;L;Pink;Fall;96
97;Gloves;Accessories;S;Gold;Spring;97
98;Shoes;Footwear;M;Teal;Winter;98
99;Jeans;Clothing;XL;Teal;Spring;99
100;Hoodie;Clothing;XL;Indigo;Summer;100
101;Sunglasses;Accessories;M;Maroon;Fall;101
102;Coat;Outerwear;XL;White;Spring;102
103;Socks;Clothing;L;Violet;Winter;103
104;Boots;Footwear;L;Red;Winter;104
105;Sunglasses;Accessories;L;Pink;Spring;105
106;Backpack;Accessories;M;Charcoal;Fall;106
107;Jacket;Outerwear;L;White;Summer;107
108;Sneakers;Footwear;L;Olive;Winter;108
109;Socks;Clothing;L;Purple;Spring;109
110;T-shirt;Clothing;M;Violet;Spring;110
111;Backpack;Accessories;M;Black;Summer;111
112;Belt;Accessories;L;Purple;Summer;112
113;Gloves;Accessories;M;Red;Spring;113
114;Hat;Accessories;L;Maroon;Winter;114
115;Coat;Outerwear;S;Blue;Summer;115
116;Skirt;Clothing;M;Gray;Spring;116
117;Shoes;Footwear;S;Blue;Spring;117
118;Sandals;Footwear;L;Yellow;Summer;118
119;Sweater;Clothing;L;Orange;Fall;119
120;Coat;Outerwear;M;Orange;Fall;120
121;Hat;Accessories;L;Red;Summer;121
122;Shorts;Clothing;M;Olive;Winter;122
123;Backpack;Accessories;L;Brown;Spring;123
124;Sweater;Clothing;L;Brown;Fall;124
125;Sweater;Clothing;M;Gray;Spring;125
126;Shorts;Clothing;M;Indigo;Winter;126
127;Shorts;Clothing;L;Pink;Spring;127
128;Sweater;Clothing;M;Gray;Winter;128
129;Scarf;Accessories;M;Gold;Spring;129
130;Dress;Clothing;XL;Olive;Summer;130
131;Scarf;Accessories;L;Violet;Fall;131
132;Skirt;Clothing;L;Indigo;Summer;132
133;Backpack;Accessories;M;Orange;Fall;133
134;Sweater;Clothing;M;Violet;Winter;134
135;Hat;Accessories;L;Gray;Fall;135
136;Sandals;Footwear;M;Purple;Fall;136
137;Blouse;Clothing;M;White;Winter;137
138;Sneakers;Footwear;M;Turquoise;Spring;138
139;Skirt;Clothing;M;Maroon;Winter;139
140;Coat;Outerwear;M;White;Fall;140
141;Shirt;Clothing;L;Yellow;Fall;141
142;Gloves;Accessories;M;Turquoise;Fall;142
143;Jacket;Outerwear;L;Violet;Fall;143
144;Coat;Outerwear;M;Beige;Fall;144
145;Shoes;Footwear;M;Silver;Fall;145
146;Jewelry;Accessories;M;Teal;Fall;146
147;Skirt;Clothing;S;Black;Fall;147
148;Shoes;Footwear;M;Purple;Summer;148
149;Gloves;Accessories;M;Gray;Fall;149
150;Pants;Clothing;M;White;Summer;150
151;Boots;Footwear;L;Cyan;Fall;151
152;Sunglasses;Accessories;L;Turquoise;Fall;152
153;Shirt;Clothing;S;Brown;Summer;153
154;Hoodie;Clothing;M;Maroon;Winter;154
155;Dress;Clothing;M;Charcoal;Fall;155
156;Socks;Clothing;S;Olive;Spring;156
157;Shorts;Clothing;M;Lavender;Fall;157
158;Hat;Accessories;S;Yellow;Fall;158
159;Shirt;Clothing;XL;Teal;Fall;159
160;Gloves;Accessories;M;Charcoal;Fall;160
161;Gloves;Accessories;M;Orange;Summer;161
162;Backpack;Accessories;M;Olive;Fall;162
163;Sunglasses;Accessories;M;Turquoise;Summer;163
164;Skirt;Clothing;M;Purple;Summer;164
165;Handbag;Accessories;S;Purple;Spring;165
166;Handbag;Accessories;S;Yellow;Winter;166
167;Sneakers;Footwear;XL;Indigo;Fall;167
168;Gloves;Accessories;M;Green;Fall;168
169;Shoes;Footwear;M;Magenta;Summer;169
170;Jacket;Outerwear;S;Gold;Summer;170
171;Shirt;Clothing;M;Maroon;Fall;171
172;Shorts;Clothing;M;Blue;Summer;172
173;Jewelry;Accessories;M;Violet;Summer;173
174;Hat;Accessories;M;Turquoise;Fall;174
175;Shoes;Footwear;L;Brown;Winter;175
176;Coat;Outerwear;L;Violet;Fall;176
177;Backpack;Accessories;L;Black;Spring;177
178;Hoodie;Clothing;L;Magenta;Fall;178
179;Skirt;Clothing;L;Lavender;Fall;179
180;Boots;Footwear;M;Violet;Fall;180
181;Sandals;Footwear;L;Green;Fall;181
182;Pants;Clothing;M;Beige;Summer;182
183;Gloves;Accessories;XL;Purple;Summer;183
184;Skirt;Clothing;XL;Beige;Spring;184
185;Sneakers;Footwear;L;Cyan;Spring;185
186;T-shirt;Clothing;XL;Silver;Summer;186
187;Backpack;Accessories;S;Lavender;Summer;187
188;Shoes;Footwear;S;Purple;Spring;188
189;Hoodie;Clothing;M;Pink;Spring;189
190;Blouse;Clothing;M;Maroon;Fall;190
191;Coat;Outerwear;XL;Beige;Fall;191
192;Hat;Accessories;M;Gray;Fall;192
193;Shoes;Footwear;L;Turquoise;Summer;193
194;Belt;Accessories;S;Silver;Fall;194
195;Backpack;Accessories;M;Olive;Spring;195
196;Jacket;Outerwear;M;Magenta;Fall;196
197;Boots;Footwear;M;Lavender;Summer;197
198;Scarf;Accessories;M;Black;Fall;198
199;Jewelry;Accessories;M;Turquoise;Winter;199
200;Hat;Accessories;XL;Green;Summer;200
201;Dress;Clothing;S;Teal;Summer;201
202;Blouse;Clothing;S;Beige;Fall;202
203;Hat;Accessories;L;Magenta;Spring;203
204;Scarf;Accessories;S;Yellow;Fall;204
205;Sneakers;Footwear;M;Yellow;Fall;205
206;Shirt;Clothing;M;Silver;Winter;206
207;T-shirt;Clothing;L;Silver;Summer;207
208;Gloves;Accessories;M;Silver;Summer;208
209;Skirt;Clothing;M;Gold;Spring;209
210;Sandals;Footwear;S;Olive;Winter;210
211;Jacket;Outerwear;L;Teal;Fall;211
212;Skirt;Clothing;L;Maroon;Fall;212
213;Handbag;Accessories;L;Blue;Fall;213
214;Handbag;Accessories;L;Peach;Fall;214
215;Jacket;Outerwear;L;Blue;Summer;215
216;Scarf;Accessories;S;Orange;Spring;216
217;Shorts;Clothing;L;Yellow;Spring;217
218;Sunglasses;Accessories;M;Purple;Winter;218
219;T-shirt;Clothing;S;Magenta;Spring;219
220;Belt;Accessories;M;Cyan;Spring;220
221;Sneakers;Footwear;S;Indigo;Spring;221
222;Hat;Accessories;XL;Magenta;Summer;222
223;Gloves;Accessories;XL;Gray;Spring;223
224;Pants;Clothing;M;Turquoise;Spring;224
225;Socks;Clothing;S;Beige;Summer;225
226;Jacket;Outerwear;M;Olive;Spring;226
227;Shoes;Footwear;L;Violet;Spring;227
228;Jeans;Clothing;M;Turquoise;Winter;228
229;Socks;Clothing;M;White;Spring;229
230;Sandals;Footwear;S;Silver;Spring;230
231;Scarf;Accessories;L;Olive;Fall;231
232;Blouse;Clothing;M;Blue;Spring;232
233;Jewelry;Accessories;L;Purple;Winter;233
234;Sweater;Clothing;XL;Yellow;Fall;234
235;Gloves;Accessories;S;Silver;Summer;235
236;Sunglasses;Accessories;M;Cyan;Winter;236
237;Coat;Outerwear;L;Green;Winter;237
238;Dress;Clothing;M;Beige;Summer;238
239;Skirt;Clothing;M;Peach;Fall;239
240;Pants;Clothing;L;Yellow;Summer;240
241;Sweater;Clothing;XL;Turquoise;Winter;241
242;Hoodie;Clothing;M;Peach;Winter;242
243;Coat;Outerwear;L;Gray;Summer;243
244;Jewelry;Accessories;M;Olive;Winter;244
245;Belt;Accessories;S;Indigo;Spring;245
246;Sandals;Footwear;L;Charcoal;Summer;246
247;Sunglasses;Accessories;XL;Beige;Spring;247
248;Sweater;Clothing;XL;Brown;Spring;248
249;Belt;Accessories;M;Blue;Winter;249
250;Handbag;Accessories;S;Teal;Fall;250
251;Skirt;Clothing;L;Black;Fall;251
252;Handbag;Accessories;XL;Gold;Winter;252
253;Shorts;Clothing;M;Violet;Summer;253
254;Boots;Footwear;L;Cyan;Winter;254
255;Sunglasses;Accessories;M;White;Winter;255
256;Scarf;Accessories;M;Charcoal;Spring;256
257;Jewelry;Accessories;XL;Violet;Spring;257
258;Handbag;Accessories;M;Red;Summer;258
259;Gloves;Accessories;S;Lavender;Spring;259
260;Jeans;Clothing;M;Gold;Fall;260
261;Hat;Accessories;S;Red;Winter;261
262;Jeans;Clothing;L;Magenta;Winter;262
263;Pants;Clothing;M;Teal;Summer;263
264;Shorts;Clothing;M;Purple;Summer;264
265;Pants;Clothing;S;Charcoal;Fall;265
266;Backpack;Accessories;M;Gray;Spring;266
267;Jewelry;Accessories;L;White;Summer;267
268;Sweater;Clothing;M;Olive;Spring;268
269;Shoes;Footwear;M;Charcoal;Spring;269
270;Blouse;Clothing;M;Charcoal;Winter;270
271;Jeans;Clothing;XL;Orange;Fall;271
272;Sunglasses;Accessories;XL;Yellow;Summer;272
273;Jewelry;Accessories;M;Beige;Summer;273
274;Coat;Outerwear;S;Silver;Spring;274
275;Jewelry;Accessories;M;Indigo;Spring;275
276;Backpack;Accessories;XL;Lavender;Winter;276
277;Skirt;Clothing;XL;Turquoise;Fall;277
278;Shirt;Clothing;M;Green;Winter;278
279;Sweater;Clothing;M;Orange;Spring;279
280;Sneakers;Footwear;L;Turquoise;Summer;280
281;Sandals;Footwear;S;Cyan;Fall;281
282;Belt;Accessories;XL;Charcoal;Spring;282
283;Skirt;Clothing;M;Teal;Summer;283
284;Sweater;Clothing;S;Maroon;Fall;284
285;Skirt;Clothing;M;Red;Summer;285
286;Handbag;Accessories;XL;Yellow;Summer;286
287;Jewelry;Accessories;L;Gray;Summer;287
288;Scarf;Accessories;L;Blue;Spring;288
289;T-shirt;Clothing;M;Lavender;Winter;289
290;Coat;Outerwear;M;Yellow;Fall;290
291;T-shirt;Clothing;M;Indigo;Winter;291
292;Dress;Clothing;XL;Violet;Fall;292
293;Shoes;Footwear;M;Green;Spring;293
294;Handbag;Accessories;M;White;Spring;294
295;Skirt;Clothing;M;Gold;Spring;295
296;Sunglasses;Accessories;M;Indigo;Winter;296
297;Sandals;Footwear;S;Lavender;Spring;297
298;Shoes;Footwear;XL;Purple;Summer;298
299;T-shirt;Clothing;M;Lavender;Winter;299
300;Sneakers;Footwear;M;Maroon;Summer;300
301;Hat;Accessories;M;Teal;Spring;301
302;Skirt;Clothing;M;Green;Spring;302
303;Sweater;Clothing;L;Olive;Summer;303
304;Sandals;Footwear;M;Turquoise;Summer;304
305;Dress;Clothing;M;Green;Winter;305
306;Sweater;Clothing;M;Teal;Fall;306
307;Jacket;Outerwear;S;White;Summer;307
308;Gloves;Accessories;M;Orange;Winter;308
309;Handbag;Accessories;M;Beige;Fall;309
310;Dress;Clothing;M;Yellow;Spring;310
311;Pants;Clothing;M;Charcoal;Winter;311
312;Jeans;Clothing;L;Silver;Winter;312
313;Pants;Clothing;L;Green;Spring;313
314;Dress;Clothing;M;Pink;Spring;314
315;Pants;Clothing;M;Purple;Summer;315
316;Jewelry;Accessories;XL;Orange;Spring;316
317;Handbag;Accessories;M;Charcoal;Fall;317
318;Sweater;Clothing;L;Teal;Fall;318
319;Backpack;Accessories;M;Beige;Winter;319
320;Shorts;Clothing;XL;White;Spring;320
321;Jewelry;Accessories;L;White;Summer;321
322;Sneakers;Footwear;L;Orange;Summer;322
323;Belt;Accessories;S;Cyan;Winter;323
324;Hoodie;Clothing;M;Orange;Winter;324
325;Shirt;Clothing;M;Olive;Summer;325
326;Pants;Clothing;M;Charcoal;Winter;326
327;Scarf;Accessories;M;White;Fall;327
328;Coat;Outerwear;M;Teal;Summer;328
329;Coat;Outerwear;M;Yellow;Fall;329
330;Socks;Clothing;S;White;Summer;330
331;Sweater;Clothing;M;Beige;Winter;331
332;Shirt;Clothing;L;Beige;Fall;332
333;Shirt;Clothing;M;Maroon;Winter;333
334;Sweater;Clothing;M;Teal;Winter;334
335;Blouse;Clothing;M;Lavender;Fall;335
336;Sweater;Clothing;L;Maroon;Spring;336
337;Hat;Accessories;S;Orange;Fall;337
338;Sweater;Clothing;M;Cyan;Winter;338
339;Hoodie;Clothing;M;Silver;Winter;339
340;Shorts;Clothing;M;Teal;Spring;340
341;Shorts;Clothing;L;Blue;Summer;341
342;Hat;Accessories;S;Blue;Summer;342
343;Coat;Outerwear;M;Olive;Spring;343
344;Sandals;Footwear;M;Purple;Summer;344
345;Skirt;Clothing;M;Charcoal;Winter;345
346;Shoes;Footwear;S;Olive;Winter;346
347;Jeans;Clothing;L;Violet;Spring;347
348;Sandals;Footwear;L;Red;Fall;348
349;Blouse;Clothing;M;Beige;Fall;349
350;Hat;Accessories;M;Green;Winter;350
351;Sweater;Clothing;M;Violet;Spring;351
352;Skirt;Clothing;M;Teal;Winter;352
353;Jeans;Clothing;XL;Yellow;Fall;353
354;Sneakers;Footwear;L;Yellow;Fall;354
355;Jewelry;Accessories;S;Olive;Fall;355
356;Jewelry;Accessories;XL;Magenta;Fall;356
357;Pants;Clothing;L;Black;Spring;357
358;Belt;Accessories;M;Olive;Spring;358
359;Hat;Accessories;XL;Magenta;Summer;359
360;Sneakers;Footwear;M;Olive;Winter;360
361;Pants;Clothing;M;Teal;Summer;361
362;T-shirt;Clothing;M;White;Spring;362
363;Sneakers;Footwear;M;Charcoal;Fall;363
364;Shorts;Clothing;L;Yellow;Winter;364
365;Shoes;Footwear;L;Charcoal;Summer;365
366;Gloves;Accessories;XL;Gray;Summer;366
367;Socks;Clothing;M;Turquoise;Spring;367
368;Dress;Clothing;XL;Cyan;Spring;368
369;Handbag;Accessories;M;Charcoal;Spring;369
370;Belt;Accessories;M;Silver;Summer;370
371;Scarf;Accessories;M;Olive;Winter;371
372;Sneakers;Footwear;S;Pink;Winter;372
373;Sweater;Clothing;L;Orange;Summer;373
374;Coat;Outerwear;L;White;Summer;374
375;Jewelry;Accessories;S;Purple;Spring;375
376;Sunglasses;Accessories;M;Olive;Summer;376
377;Shoes;Footwear;S;Gray;Fall;377
378;Scarf;Accessories;M;Silver;Spring;378
379;Dress;Clothing;L;Orange;Winter;379
380;T-shirt;Clothing;S;Magenta;Fall;380
381;Backpack;Accessories;XL;Beige;Fall;381
382;Jewelry;Accessories;L;Lavender;Winter;382
383;Jeans;Clothing;M;Peach;Winter;383
384;Sunglasses;Accessories;S;Magenta;Fall;384
385;Sweater;Clothing;M;Beige;Fall;385
386;Shorts;Clothing;S;Yellow;Fall;386
387;Jewelry;Accessories;L;Brown;Spring;387
388;Coat;Outerwear;L;Silver;Summer;388
389;Handbag;Accessories;M;Orange;Summer;389
390;Boots;Footwear;L;Purple;Spring;390
391;Gloves;Accessories;M;Indigo;Winter;391
392;Sweater;Clothing;L;Gray;Spring;392
393;T-shirt;Clothing;XL;Black;Spring;393
394;Shoes;Footwear;L;Maroon;Fall;394
395;Scarf;Accessories;M;Beige;Spring;395
396;Sneakers;Footwear;L;Brown;Winter;396
397;Dress;Clothing;S;Black;Fall;397
398;Belt;Accessories;M;Indigo;Fall;398
399;Boots;Footwear;S;Silver;Winter;399
400;Scarf;Accessories;L;Blue;Fall;400
401;Boots;Footwear;M;Green;Winter;401
402;T-shirt;Clothing;L;Orange;Fall;402
403;Backpack;Accessories;L;Cyan;Fall;403
404;Sneakers;Footwear;M;Orange;Winter;404
405;T-shirt;Clothing;M;Indigo;Spring;405
406;Jeans;Clothing;S;Silver;Summer;406
407;Gloves;Accessories;M;Peach;Spring;407
408;Hoodie;Clothing;XL;Teal;Spring;408
409;Sneakers;Footwear;L;White;Spring;409
410;Shorts;Clothing;M;Brown;Winter;410
411;Sweater;Clothing;L;Lavender;Spring;411
412;Jeans;Clothing;M;Indigo;Summer;412
413;Jacket;Outerwear;M;Yellow;Summer;413
414;Jewelry;Accessories;S;White;Summer;414
415;Backpack;Accessories;L;Violet;Winter;415
416;Coat;Outerwear;M;Lavender;Winter;416
417;Belt;Accessories;L;Olive;Spring;417
418;Sandals;Footwear;L;Beige;Fall;418
419;Sweater;Clothing;L;Purple;Spring;419
420;Shorts;Clothing;S;Teal;Winter;420
421;Socks;Clothing;S;Peach;Spring;421
422;Shirt;Clothing;M;Violet;Winter;422
423;Pants;Clothing;M;Purple;Fall;423
424;Scarf;Accessories;L;Teal;Spring;424
425;Sweater;Clothing;M;Gold;Winter;425
426;Jeans;Clothing;S;Teal;Winter;426
427;Pants;Clothing;M;Violet;Winter;427
428;Backpack;Accessories;L;Black;Winter;428
429;Coat;Outerwear;XL;Gold;Winter;429
430;Sandals;Footwear;M;Gold;Winter;430
431;Shirt;Clothing;M;Brown;Summer;431
432;Hat;Accessories;L;Cyan;Winter;432
433;Shirt;Clothing;S;Indigo;Fall;433
434;Skirt;Clothing;M;Orange;Fall;434
435;Shoes;Footwear;L;Pink;Spring;435
436;Coat;Outerwear;XL;Olive;Winter;436
437;Pants;Clothing;L;Cyan;Summer;437
438;Jewelry;Accessories;M;Peach;Summer;438
439;Belt;Accessories;M;Turquoise;Winter;439
440;Jacket;Outerwear;M;Turquoise;Summer;440
441;Shirt;Clothing;XL;Maroon;Winter;441
442;Hoodie;Clothing;M;Maroon;Winter;442
443;Sunglasses;Accessories;M;Olive;Fall;443
444;Sunglasses;Accessories;M;Magenta;Summer;444
445;Dress;Clothing;M;Red;Summer;445
446;Boots;Footwear;M;Olive;Fall;446
447;Shirt;Clothing;M;Silver;Summer;447
448;Shorts;Clothing;S;Turquoise;Spring;448
449;Gloves;Accessories;M;Yellow;Summer;449
450;Jewelry;Accessories;L;Peach;Summer;450
451;Boots;Footwear;L;Beige;Summer;451
452;Jewelry;Accessories;M;Pink;Summer;452
453;Pants;Clothing;M;Violet;Summer;453
454;Jewelry;Accessories;XL;Peach;Winter;454
455;Jacket;Outerwear;S;Gold;Summer;455
456;Blouse;Clothing;XL;Gold;Fall;456
457;Blouse;Clothing;S;Indigo;Fall;457
458;Gloves;Accessories;M;Blue;Spring;458
459;Shorts;Clothing;L;Black;Winter;459
460;Hat;Accessories;L;Black;Winter;460
461;Shoes;Footwear;L;Teal;Summer;461
462;Boots;Footwear;M;Yellow;Winter;462
463;Jacket;Outerwear;M;White;Fall;463
464;Jewelry;Accessories;S;Orange;Summer;464
465;Sunglasses;Accessories;M;Silver;Winter;465
466;Skirt;Clothing;M;Pink;Summer;466
467;Jeans;Clothing;L;Turquoise;Winter;467
468;Backpack;Accessories;S;Orange;Spring;468
469;Backpack;Accessories;S;Peach;Fall;469
470;Shorts;Clothing;L;Pink;Fall;470
471;Dress;Clothing;L;Teal;Summer;471
472;Scarf;Accessories;XL;White;Winter;472
473;Jeans;Clothing;L;Gray;Winter;473
474;Coat;Outerwear;L;Olive;Spring;474
475;Sweater;Clothing;XL;Maroon;Summer;475
476;Sneakers;Footwear;L;Magenta;Summer;476
477;Scarf;Accessories;M;Magenta;Spring;477
478;Sweater;Clothing;M;Green;Summer;478
479;Jewelry;Accessories;XL;Turquoise;Winter;479
480;Handbag;Accessories;L;Yellow;Winter;480
481;Hoodie;Clothing;M;Gray;Summer;481
482;Hat;Accessories;L;Peach;Fall;482
483;Belt;Accessories;M;Yellow;Winter;483
484;Hoodie;Clothing;M;White;Fall;484
485;Hat;Accessories;L;Lavender;Summer;485
486;Shoes;Footwear;S;Blue;Spring;486
487;Sandals;Footwear;M;Charcoal;Fall;487
488;Jacket;Outerwear;L;Red;Winter;488
489;Sweater;Clothing;L;Olive;Spring;489
490;Socks;Clothing;M;Green;Summer;490
491;Sneakers;Footwear;M;Silver;Winter;491
492;Coat;Outerwear;M;Silver;Summer;492
493;Shirt;Clothing;M;Black;Fall;493
494;Backpack;Accessories;XL;Red;Summer;494
495;Boots;Footwear;M;Indigo;Winter;495
496;Handbag;Accessories;XL;Cyan;Fall;496
497;Dress;Clothing;S;Maroon;Fall;497
498;Sneakers;Footwear;S;Silver;Winter;498
499;Boots;Footwear;M;Lavender;Spring;499
500;Shoes;Footwear;L;Silver;Winter;500
501;T-shirt;Clothing;L;Purple;Fall;501
502;Boots;Footwear;M;Cyan;Spring;502
503;Pants;Clothing;S;Cyan;Fall;503
504;Shoes;Footwear;M;Lavender;Summer;504
505;Shoes;Footwear;M;Maroon;Winter;505
506;T-shirt;Clothing;L;Gray;Spring;506
507;Scarf;Accessories;M;Olive;Fall;507
508;Shorts;Clothing;M;Magenta;Spring;508
509;Jewelry;Accessories;S;Yellow;Winter;509
510;T-shirt;Clothing;L;Cyan;Summer;510
511;Shirt;Clothing;M;Teal;Fall;511
512;Shirt;Clothing;L;Yellow;Fall;512
513;Gloves;Accessories;L;Peach;Winter;513
514;Scarf;Accessories;M;Peach;Fall;514
515;Skirt;Clothing;S;Olive;Winter;515
516;Hat;Accessories;L;Charcoal;Spring;516
517;Hoodie;Clothing;L;Indigo;Fall;517
518;Boots;Footwear;L;Silver;Fall;518
519;Blouse;Clothing;M;Beige;Fall;519
520;Belt;Accessories;L;Blue;Summer;520
521;Sunglasses;Accessories;M;White;Spring;521
522;Shorts;Clothing;L;Gold;Winter;522
523;Gloves;Accessories;M;Blue;Spring;523
524;Sandals;Footwear;M;Orange;Spring;524
525;Shirt;Clothing;M;Gold;Summer;525
526;Coat;Outerwear;M;Cyan;Spring;526
527;Pants;Clothing;S;Red;Winter;527
528;T-shirt;Clothing;L;Yellow;Winter;528
529;Sneakers;Footwear;S;Beige;Winter;529
530;Shorts;Clothing;M;Orange;Fall;530
531;Coat;Outerwear;XL;Magenta;Winter;531
532;Sandals;Footwear;L;Purple;Fall;532
533;Pants;Clothing;L;Black;Winter;533
534;Sandals;Footwear;L;Pink;Spring;534
535;Gloves;Accessories;L;Pink;Fall;535
536;T-shirt;Clothing;L;Maroon;Spring;536
537;Jacket;Outerwear;S;Maroon;Fall;537
538;Blouse;Clothing;S;Turquoise;Summer;538
539;Socks;Clothing;XL;Green;Spring;539
540;Coat;Outerwear;M;Violet;Winter;540
541;Dress;Clothing;M;Lavender;Spring;541
542;Jacket;Outerwear;L;Gray;Fall;542
543;Boots;Footwear;XL;Teal;Spring;543
544;Skirt;Clothing;S;Red;Spring;544
545;Sandals;Footwear;S;Yellow;Summer;545
546;Coat;Outerwear;L;Magenta;Summer;546
547;Hoodie;Clothing;M;Brown;Winter;547
548;Jacket;Outerwear;M;Blue;Winter;548
549;Backpack;Accessories;M;Black;Winter;549
550;Backpack;Accessories;S;Olive;Fall;550
551;Belt;Accessories;M;Olive;Summer;551
552;Coat;Outerwear;XL;Green;Fall;552
553;T-shirt;Clothing;M;Peach;Fall;553
554;Sunglasses;Accessories;M;White;Winter;554
555;Sneakers;Footwear;M;Red;Summer;555
556;Gloves;Accessories;M;White;Fall;556
557;Coat;Outerwear;L;Indigo;Winter;557
558;Shirt;Clothing;M;White;Spring;558
559;Sneakers;Footwear;L;Teal;Fall;559
560;Scarf;Accessories;M;Indigo;Fall;560
561;Jewelry;Accessories;L;Red;Fall;561
562;Jacket;Outerwear;M;Blue;Fall;562
563;Jeans;Clothing;M;Blue;Summer;563
564;Shoes;Footwear;M;Black;Fall;564
565;Hoodie;Clothing;M;Olive;Winter;565
566;Backpack;Accessories;L;Lavender;Fall;566
567;Sneakers;Footwear;M;Indigo;Spring;567
568;Blouse;Clothing;S;Red;Winter;568
569;Pants;Clothing;L;Red;Summer;569
570;Skirt;Clothing;M;Pink;Fall;570
571;T-shirt;Clothing;XL;Purple;Fall;571
