Customer ID;Item Purchased;Category;Size;Color;Season
209;Skirt;Clothing;M;Gold;Spring
210;Sandals;Footwear;S;Olive;Winter
211;Jacket;Outerwear;L;Teal;Fall
212;Skirt;Clothing;L;Maroon;Fall
213;Handbag;Accessories;L;Blue;Fall
214;Handbag;Accessories;L;Peach;Fall
215;Jacket;Outerwear;L;Blue;Summer
216;Scarf;Accessories;S;Orange;Spring
217;Shorts;Clothing;L;Yellow;Spring
218;Sunglasses;Accessories;M;Purple;Winter
219;T-shirt;Clothing;S;Magenta;Spring
220;Belt;Accessories;M;Cyan;Spring
221;Sneakers;Footwear;S;Indigo;Spring
222;Hat;Accessories;XL;Magenta;Summer
223;Gloves;Accessories;XL;Gray;Spring
224;Pants;Clothing;M;Turquoise;Spring
225;Socks;Clothing;S;Beige;Summer
226;Jacket;Outerwear;M;Olive;Spring
227;Shoes;Footwear;L;Violet;Spring
228;Jeans;Clothing;M;Turquoise;Winter
229;Socks;Clothing;M;White;Spring
230;Sandals;Footwear;S;Silver;Spring
231;Scarf;Accessories;L;Olive;Fall
232;Blouse;Clothing;M;Blue;Spring
233;Jewelry;Accessories;L;Purple;Winter
234;Sweater;Clothing;XL;Yellow;Fall
235;Gloves;Accessories;S;Silver;Summer
236;Sunglasses;Accessories;M;Cyan;Winter
237;Coat;Outerwear;L;Green;Winter
238;Dress;Clothing;M;Beige;Summer
239;Skirt;Clothing;M;Peach;Fall
240;Pants;Clothing;L;Yellow;Summer
241;Sweater;Clothing;XL;Turquoise;Winter
242;Hoodie;Clothing;M;Peach;Winter
243;Coat;Outerwear;L;Gray;Summer
244;Jewelry;Accessories;M;Olive;Winter
245;Belt;Accessories;S;Indigo;Spring
246;Sandals;Footwear;L;Charcoal;Summer
247;Sunglasses;Accessories;XL;Beige;Spring
248;Sweater;Clothing;XL;Brown;Spring
249;Belt;Accessories;M;Blue;Winter
250;Handbag;Accessories;S;Teal;Fall
251;Skirt;Clothing;L;Black;Fall
252;Handbag;Accessories;XL;Gold;Winter
253;Shorts;Clothing;M;Violet;Summer
254;Boots;Footwear;L;Cyan;Winter
255;Sunglasses;Accessories;M;White;Winter
256;Scarf;Accessories;M;Charcoal;Spring
257;Jewelry;Accessories;XL;Violet;Spring
258;Handbag;Accessories;M;Red;Summer
259;Gloves;Accessories;S;Lavender;Spring
260;Jeans;Clothing;M;Gold;Fall
261;Hat;Accessories;S;Red;Winter
262;Jeans;Clothing;L;Magenta;Winter
263;Pants;Clothing;M;Teal;Summer
264;Shorts;Clothing;M;Purple;Summer
265;Pants;Clothing;S;Charcoal;Fall
266;Backpack;Accessories;M;Gray;Spring
267;Jewelry;Accessories;L;White;Summer
268;Sweater;Clothing;M;Olive;Spring
269;Shoes;Footwear;M;Charcoal;Spring
270;Blouse;Clothing;M;Charcoal;Winter
271;Jeans;Clothing;XL;Orange;Fall
272;Sunglasses;Accessories;XL;Yellow;Summer
273;Jewelry;Accessories;M;Beige;Summer
274;Coat;Outerwear;S;Silver;Spring
275;Jewelry;Accessories;M;Indigo;Spring
276;Backpack;Accessories;XL;Lavender;Winter
277;Skirt;Clothing;XL;Turquoise;Fall
278;Shirt;Clothing;M;Green;Winter
279;Sweater;Clothing;M;Orange;Spring
280;Sneakers;Footwear;L;Turquoise;Summer
281;Sandals;Footwear;S;Cyan;Fall
282;Belt;Accessories;XL;Charcoal;Spring
283;Skirt;Clothing;M;Teal;Summer
284;Sweater;Clothing;S;Maroon;Fall
285;Skirt;Clothing;M;Red;Summer
286;Handbag;Accessories;XL;Yellow;Summer
287;Jewelry;Accessories;L;Gray;Summer
288;Scarf;Accessories;L;Blue;Spring
289;T-shirt;Clothing;M;Lavender;Winter
290;Coat;Outerwear;M;Yellow;Fall
291;T-shirt;Clothing;M;Indigo;Winter
292;Dress;Clothing;XL;Violet;Fall
293;Shoes;Footwear;M;Green;Spring
294;Handbag;Accessories;M;White;Spring
295;Skirt;Clothing;M;Gold;Spring
296;Sunglasses;Accessories;M;Indigo;Winter
297;Sandals;Footwear;S;Lavender;Spring
298;Shoes;Footwear;XL;Purple;Summer
299;T-shirt;Clothing;M;Lavender;Winter
300;Sneakers;Footwear;M;Maroon;Summer
301;Hat;Accessories;M;Teal;Spring
302;Skirt;Clothing;M;Green;Spring
303;Sweater;Clothing;L;Olive;Summer
304;Sandals;Footwear;M;Turquoise;Summer
305;Dress;Clothing;M;Green;Winter
306;Sweater;Clothing;M;Teal;Fall
307;Jacket;Outerwear;S;White;Summer
308;Gloves;Accessories;M;Orange;Winter
309;Handbag;Accessories;M;Beige;Fall
310;Dress;Clothing;M;Yellow;Spring
311;Pants;Clothing;M;Charcoal;Winter
312;Jeans;Clothing;L;Silver;Winter
313;Pants;Clothing;L;Green;Spring
314;Dress;Clothing;M;Pink;Spring
315;Pants;Clothing;M;Purple;Summer
316;Jewelry;Accessories;XL;Orange;Spring
317;Handbag;Accessories;M;Charcoal;Fall
318;Sweater;Clothing;L;Teal;Fall
319;Backpack;Accessories;M;Beige;Winter
320;Shorts;Clothing;XL;White;Spring
321;Jewelry;Accessories;L;White;Summer
322;Sneakers;Footwear;L;Orange;Summer
323;Belt;Accessories;S;Cyan;Winter
324;Hoodie;Clothing;M;Orange;Winter
325;Shirt;Clothing;M;Olive;Summer
326;Pants;Clothing;M;Charcoal;Winter
327;Scarf;Accessories;M;White;Fall
328;Coat;Outerwear;M;Teal;Summer
329;Coat;Outerwear;M;Yellow;Fall
330;Socks;Clothing;S;White;Summer
331;Sweater;Clothing;M;Beige;Winter
332;Shirt;Clothing;L;Beige;Fall
333;Shirt;Clothing;M;Maroon;Winter
334;Sweater;Clothing;M;Teal;Winter
335;Blouse;Clothing;M;Lavender;Fall
336;Sweater;Clothing;L;Maroon;Spring
337;Hat;Accessories;S;Orange;Fall
338;Sweater;Clothing;M;Cyan;Winter
339;Hoodie;Clothing;M;Silver;Winter
340;Shorts;Clothing;M;Teal;Spring
341;Shorts;Clothing;L;Blue;Summer
342;Hat;Accessories;S;Blue;Summer
343;Coat;Outerwear;M;Olive;Spring
344;Sandals;Footwear;M;Purple;Summer
345;Skirt;Clothing;M;Charcoal;Winter
346;Shoes;Footwear;S;Olive;Winter
347;Jeans;Clothing;L;Violet;Spring
348;Sandals;Footwear;L;Red;Fall
349;Blouse;Clothing;M;Beige;Fall
350;Hat;Accessories;M;Green;Winter
351;Sweater;Clothing;M;Violet;Spring
352;Skirt;Clothing;M;Teal;Winter
353;Jeans;Clothing;XL;Yellow;Fall
354;Sneakers;Footwear;L;Yellow;Fall
355;Jewelry;Accessories;S;Olive;Fall
356;Jewelry;Accessories;XL;Magenta;Fall
357;Pants;Clothing;L;Black;Spring
358;Belt;Accessories;M;Olive;Spring
359;Hat;Accessories;XL;Magenta;Summer
360;Sneakers;Footwear;M;Olive;Winter
361;Pants;Clothing;M;Teal;Summer
362;T-shirt;Clothing;M;White;Spring
363;Sneakers;Footwear;M;Charcoal;Fall
364;Shorts;Clothing;L;Yellow;Winter
365;Shoes;Footwear;L;Charcoal;Summer
366;Gloves;Accessories;XL;Gray;Summer
367;Socks;Clothing;M;Turquoise;Spring
368;Dress;Clothing;XL;Cyan;Spring
369;Handbag;Accessories;M;Charcoal;Spring
370;Belt;Accessories;M;Silver;Summer
371;Scarf;Accessories;M;Olive;Winter
372;Sneakers;Footwear;S;Pink;Winter
373;Sweater;Clothing;L;Orange;Summer
374;Coat;Outerwear;L;White;Summer
375;Jewelry;Accessories;S;Purple;Spring
376;Sunglasses;Accessories;M;Olive;Summer
377;Shoes;Footwear;S;Gray;Fall
378;Scarf;Accessories;M;Silver;Spring
379;Dress;Clothing;L;Orange;Winter
380;T-shirt;Clothing;S;Magenta;Fall
381;Backpack;Accessories;XL;Beige;Fall
382;Jewelry;Accessories;L;Lavender;Winter
383;Jeans;Clothing;M;Peach;Winter
384;Sunglasses;Accessories;S;Magenta;Fall
385;Sweater;Clothing;M;Beige;Fall
386;Shorts;Clothing;S;Yellow;Fall
387;Jewelry;Accessories;L;Brown;Spring
388;Coat;Outerwear;L;Silver;Summer
389;Handbag;Accessories;M;Orange;Summer
390;Boots;Footwear;L;Purple;Spring
391;Gloves;Accessories;M;Indigo;Winter
392;Sweater;Clothing;L;Gray;Spring
393;T-shirt;Clothing;XL;Black;Spring
394;Shoes;Footwear;L;Maroon;Fall
395;Scarf;Accessories;M;Beige;Spring
396;Sneakers;Footwear;L;Brown;Winter
397;Dress;Clothing;S;Black;Fall
398;Belt;Accessories;M;Indigo;Fall
399;Boots;Footwear;S;Silver;Winter
400;Scarf;Accessories;L;Blue;Fall
401;Boots;Footwear;M;Green;Winter
402;T-shirt;Clothing;L;Orange;Fall
403;Backpack;Accessories;L;Cyan;Fall
404;Sneakers;Footwear;M;Orange;Winter
405;T-shirt;Clothing;M;Indigo;Spring
406;Jeans;Clothing;S;Silver;Summer
407;Gloves;Accessories;M;Peach;Spring
408;Hoodie;Clothing;XL;Teal;Spring
409;Sneakers;Footwear;L;White;Spring
410;Shorts;Clothing;M;Brown;Winter
411;Sweater;Clothing;L;Lavender;Spring
412;Jeans;Clothing;M;Indigo;Summer
413;Jacket;Outerwear;M;Yellow;Summer
414;Jewelry;Accessories;S;White;Summer
415;Backpack;Accessories;L;Violet;Winter
416;Coat;Outerwear;M;Lavender;Winter
417;Belt;Accessories;L;Olive;Spring
418;Sandals;Footwear;L;Beige;Fall
419;Sweater;Clothing;L;Purple;Spring
420;Shorts;Clothing;S;Teal;Winter
421;Socks;Clothing;S;Peach;Spring
422;Shirt;Clothing;M;Violet;Winter
423;Pants;Clothing;M;Purple;Fall
424;Scarf;Accessories;L;Teal;Spring
425;Sweater;Clothing;M;Gold;Winter
426;Jeans;Clothing;S;Teal;Winter
427;Pants;Clothing;M;Violet;Winter
428;Backpack;Accessories;L;Black;Winter
429;Coat;Outerwear;XL;Gold;Winter
430;Sandals;Footwear;M;Gold;Winter
431;Shirt;Clothing;M;Brown;Summer
432;Hat;Accessories;L;Cyan;Winter
433;Shirt;Clothing;S;Indigo;Fall
434;Skirt;Clothing;M;Orange;Fall
435;Shoes;Footwear;L;Pink;Spring
436;Coat;Outerwear;XL;Olive;Winter
437;Pants;Clothing;L;Cyan;Summer
438;Jewelry;Accessories;M;Peach;Summer
439;Belt;Accessories;M;Turquoise;Winter
440;Jacket;Outerwear;M;Turquoise;Summer
441;Shirt;Clothing;XL;Maroon;Winter
442;Hoodie;Clothing;M;Maroon;Winter
443;Sunglasses;Accessories;M;Olive;Fall
444;Sunglasses;Accessories;M;Magenta;Summer
445;Dress;Clothing;M;Red;Summer
446;Boots;Footwear;M;Olive;Fall
447;Shirt;Clothing;M;Silver;Summer
448;Shorts;Clothing;S;Turquoise;Spring
449;Gloves;Accessories;M;Yellow;Summer
450;Jewelry;Accessories;L;Peach;Summer
451;Boots;Footwear;L;Beige;Summer
452;Jewelry;Accessories;M;Pink;Summer
453;Pants;Clothing;M;Violet;Summer
454;Jewelry;Accessories;XL;Peach;Winter
455;Jacket;Outerwear;S;Gold;Summer
456;Blouse;Clothing;XL;Gold;Fall
457;Blouse;Clothing;S;Indigo;Fall
458;Gloves;Accessories;M;Blue;Spring
459;Shorts;Clothing;L;Black;Winter
460;Hat;Accessories;L;Black;Winter
461;Shoes;Footwear;L;Teal;Summer
462;Boots;Footwear;M;Yellow;Winter
463;Jacket;Outerwear;M;White;Fall
464;Jewelry;Accessories;S;Orange;Summer
465;Sunglasses;Accessories;M;Silver;Winter
466;Skirt;Clothing;M;Pink;Summer
467;Jeans;Clothing;L;Turquoise;Winter
468;Backpack;Accessories;S;Orange;Spring
469;Backpack;Accessories;S;Peach;Fall
470;Shorts;Clothing;L;Pink;Fall
471;Dress;Clothing;L;Teal;Summer
472;Scarf;Accessories;XL;White;Winter
473;Jeans;Clothing;L;Gray;Winter
474;Coat;Outerwear;L;Olive;Spring
475;Sweater;Clothing;XL;Maroon;Summer
123;Backpack;Accessories;L;Brown;Spring
476;Sneakers;Footwear;L;Magenta;Summer
477;Scarf;Accessories;M;Magenta;Spring
478;Sweater;Clothing;M;Green;Summer
479;Jewelry;Accessories;XL;Turquoise;Winter
480;Handbag;Accessories;L;Yellow;Winter
481;Hoodie;Clothing;M;Gray;Summer
482;Hat;Accessories;L;Peach;Fall
483;Belt;Accessories;M;Yellow;Winter
484;Hoodie;Clothing;M;White;Fall
485;Hat;Accessories;L;Lavender;Summer
486;Shoes;Footwear;S;Blue;Spring
487;Sandals;Footwear;M;Charcoal;Fall
488;Jacket;Outerwear;L;Red;Winter
489;Sweater;Clothing;L;Olive;Spring
490;Socks;Clothing;M;Green;Summer
491;Sneakers;Footwear;M;Silver;Winter
492;Coat;Outerwear;M;Silver;Summer
493;Shirt;Clothing;M;Black;Fall
494;Backpack;Accessories;XL;Red;Summer
495;Boots;Footwear;M;Indigo;Winter
496;Handbag;Accessories;XL;Cyan;Fall
497;Dress;Clothing;S;Maroon;Fall
498;Sneakers;Footwear;S;Silver;Winter
499;Boots;Footwear;M;Lavender;Spring
500;Shoes;Footwear;L;Silver;Winter
501;T-shirt;Clothing;L;Purple;Fall
502;Boots;Footwear;M;Cyan;Spring
503;Pants;Clothing;S;Cyan;Fall
504;Shoes;Footwear;M;Lavender;Summer
505;Shoes;Footwear;M;Maroon;Winter
506;T-shirt;Clothing;L;Gray;Spring
507;Scarf;Accessories;M;Olive;Fall
508;Shorts;Clothing;M;Magenta;Spring
509;Jewelry;Accessories;S;Yellow;Winter
510;T-shirt;Clothing;L;Cyan;Summer
511;Shirt;Clothing;M;Teal;Fall
512;Shirt;Clothing;L;Yellow;Fall
513;Gloves;Accessories;L;Peach;Winter
514;Scarf;Accessories;M;Peach;Fall
515;Skirt;Clothing;S;Olive;Winter
516;Hat;Accessories;L;Charcoal;Spring
517;Hoodie;Clothing;L;Indigo;Fall
518;Boots;Footwear;L;Silver;Fall
519;Blouse;Clothing;M;Beige;Fall
520;Belt;Accessories;L;Blue;Summer
521;Sunglasses;Accessories;M;White;Spring
522;Shorts;Clothing;L;Gold;Winter
523;Gloves;Accessories;M;Blue;Spring
524;Sandals;Footwear;M;Orange;Spring
525;Shirt;Clothing;M;Gold;Summer
526;Coat;Outerwear;M;Cyan;Spring
527;Pants;Clothing;S;Red;Winter
528;T-shirt;Clothing;L;Yellow;Winter
529;Sneakers;Footwear;S;Beige;Winter
530;Shorts;Clothing;M;Orange;Fall
531;Coat;Outerwear;XL;Magenta;Winter
532;Sandals;Footwear;L;Purple;Fall
533;Pants;Clothing;L;Black;Winter
534;Sandals;Footwear;L;Pink;Spring
535;Gloves;Accessories;L;Pink;Fall
536;T-shirt;Clothing;L;Maroon;Spring
537;Jacket;Outerwear;S;Maroon;Fall
538;Blouse;Clothing;S;Turquoise;Summer
539;Socks;Clothing;XL;Green;Spring
540;Coat;Outerwear;M;Violet;Winter
541;Dress;Clothing;M;Lavender;Spring
542;Jacket;Outerwear;L;Gray;Fall
543;Boots;Footwear;XL;Teal;Spring
544;Skirt;Clothing;S;Red;Spring
545;Sandals;Footwear;S;Yellow;Summer
546;Coat;Outerwear;L;Magenta;Summer
547;Hoodie;Clothing;M;Brown;Winter
548;Jacket;Outerwear;M;Blue;Winter
549;Backpack;Accessories;M;Black;Winter
550;Backpack;Accessories;S;Olive;Fall
551;Belt;Accessories;M;Olive;Summer
552;Coat;Outerwear;XL;Green;Fall
553;T-shirt;Clothing;M;Peach;Fall
554;Sunglasses;Accessories;M;White;Winter
555;Sneakers;Footwear;M;Red;Summer
556;Gloves;Accessories;M;White;Fall
557;Coat;Outerwear;L;Indigo;Winter
558;Shirt;Clothing;M;White;Spring
559;Sneakers;Footwear;L;Teal;Fall
560;Scarf;Accessories;M;Indigo;Fall
561;Jewelry;Accessories;L;Red;Fall
562;Jacket;Outerwear;M;Blue;Fall
563;Jeans;Clothing;M;Blue;Summer
564;Shoes;Footwear;M;Black;Fall
565;Hoodie;Clothing;M;Olive;Winter
566;Backpack;Accessories;L;Lavender;Fall
567;Sneakers;Footwear;M;Indigo;Spring
568;Blouse;Clothing;S;Red;Winter
569;Pants;Clothing;L;Red;Summer
570;Skirt;Clothing;M;Pink;Fall
571;T-shirt;Clothing;XL;Purple;Fall
572;Jacket;Outerwear;XL;Cyan;Spring
573;Scarf;Accessories;XL;Cyan;Summer
574;Pants;Clothing;M;Charcoal;Summer
575;Sneakers;Footwear;L;Red;Fall
576;Jeans;Clothing;M;Peach;Fall
577;Hat;Accessories;M;Black;Winter
578;Skirt;Clothing;M;Black;Fall
579;Sandals;Footwear;M;Purple;Fall
580;Sandals;Footwear;M;Violet;Winter
581;Sweater;Clothing;M;Orange;Spring
582;Sweater;Clothing;XL;Charcoal;Winter
583;Jacket;Outerwear;L;Turquoise;Spring
584;Shorts;Clothing;L;Yellow;Spring
585;Socks;Clothing;M;White;Spring
586;Socks;Clothing;M;Gray;Fall
587;Hoodie;Clothing;S;Blue;Winter
588;Socks;Clothing;S;Maroon;Fall
589;Boots;Footwear;M;Violet;Fall
590;Shirt;Clothing;M;Orange;Fall
591;Belt;Accessories;S;Turquoise;Fall
592;Backpack;Accessories;L;Olive;Fall
593;Boots;Footwear;M;Brown;Fall
594;Coat;Outerwear;S;Green;Winter
595;Hoodie;Clothing;S;Brown;Winter
596;Shoes;Footwear;M;Silver;Summer
597;Shoes;Footwear;XL;White;Summer
598;Jewelry;Accessories;L;Gold;Summer
599;Dress;Clothing;L;Green;Winter
600;Boots;Footwear;L;Teal;Spring
601;Hat;Accessories;M;Charcoal;Spring
602;Backpack;Accessories;M;Maroon;Summer
603;Shoes;Footwear;L;Lavender;Summer
604;Handbag;Accessories;L;Green;Winter
605;Sunglasses;Accessories;S;Pink;Fall
606;Hat;Accessories;XL;Charcoal;Winter
607;Scarf;Accessories;M;Blue;Spring
608;Hoodie;Clothing;L;Purple;Fall
609;Backpack;Accessories;S;Gold;Fall
610;Sweater;Clothing;L;Purple;Fall
611;Shorts;Clothing;M;Charcoal;Summer
612;Scarf;Accessories;M;Black;Winter
613;Hat;Accessories;L;Lavender;Fall
614;Coat;Outerwear;L;Lavender;Fall
615;Jewelry;Accessories;M;Lavender;Winter
616;Sandals;Footwear;L;Olive;Summer
617;Gloves;Accessories;L;Teal;Spring
618;Backpack;Accessories;M;Maroon;Fall
619;Jacket;Outerwear;L;Cyan;Spring
620;Backpack;Accessories;M;Charcoal;Summer
621;Backpack;Accessories;M;Black;Fall
